SPECIES_NR;LETTERCODE;ABBREVIAT;RANG;GRUPPE;GATT_NAME;FAMILY;Z_OEK_L;OEK_L;Z_OEK_T;OEK_T;Z_OEK_K;OEK_K;Z_OEK_F;OEK_F;WASSERREGI;Z_OEK_R;OEK_R;Z_OEK_N;OEK_N;Z_OEK_S;OEK_S;Z_OEK_TO;OEK_TO;Z_OEK_SU;OEK_SU;Z_OEK_SON;OEK_SON;Z_LF_LEB;LF_LEB;Z_LF_B;LF_B;WUCHS_1;WUCHS_2;WUCHS_3;Z_SZ_V_GR;SZ_VERH_GR;Z_SZ_V_K;SZ_VERH_K;Z_SZ_O;SZ_O;Z_SZ_V;SZ_V;Z_SZ_U;SZ_U;Arealforme;Vorkommen;HEMEROBIE;Gilde;Mahdvertra;Weidevertr;Trittvertr;Futterwert;FutterDamw;Waldart_D
2394;FSTCAET;Festuca heteropachys;SPE;S;Festuca;Poaceae;;9;;8;!;4;;2;;!;6;!;1;;0;;;;;;;;H;;S;;;;;5;;3;;2;;3;;0;;;;;0;0;0;0;0;K2.1
2396;FSTCNVI;Festuca ovina s. str.;SPE;S;Festuca;Poaceae;!;7;x;0;;3;x;0;;;3;!;1;b;0;;;;;;;;H;;S;;;;x;0;;0;;0;;0;;0;;GE;;G;6;4;4;4;2;K2.1
2397;FSTCPAL;Festuca pallens;SPE;S;Festuca;Poaceae;;9;;7;;4;;2;;;8;;1;;0;;;;;;;;H;;S;;;;;5;;2;;1;;3;;0;;;om;;0;0;0;0;0;K2.1
2398;FSTCPOL;Festuca polesica;SPE;S;Festuca;Poaceae;;9;!;7;;6;!;3;;!;7;!;2;;0;;;;;;;;H;;S;;;;!;5;!;2;!;3;!;1;;0;temp.c4-5EUR;;om;;0;0;0;0;0;
2399;FSTCPSA;Festuca psammophila;SPE;S;Festuca;Poaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;omb;;0;0;0;0;0;K2.2
2402;FSTCRUP;Festuca rupicola;SPE;S;Festuca;Poaceae;;9;;7;;7;;3;;;8;;2;;0;;;;;;;;H;;S;;;;!;5;!;3;;0;;0;;0;;;om;;0;0;0;0;0;
2412;FSTC#S;Festuca pratensis s. l.;AGG;S;Festuca;Poaceae;;8;;0;;3;;6;;x;0;;6;;0;;;;;;;;H;;S;;;;;5;;4;;0;;0;;0;;GW;omb;G;6;4;6;9;7;
2413;FSTCAPE;Festuca pratensis subsp. apennina;SSP;S;Festuca;Poaceae;;8;;3;!;3;;6;;!;7;;7;;0;;;;;;;;H;;S;;;;;6;;3;;1;;1;;0;;;;;0;0;0;0;0;
2414;FSTCPRA;Festuca pratensis subsp. pratensis;SSP;S;Festuca;Poaceae;;8;;0;;3;;6;;x;0;;6;;0;;;;;;;;H;;S;;;;;5;;4;;0;;0;;0;;;;;0;0;0;0;0;
2415;FSTCPUL;Festuca pulchella;SPE;S;Festuca;Poaceae;;8;;2;;4;;5;;!;7;!;4;;0;;;;;;;;H;;S;;;;;4;;7;;1;;2;;0;;;;;0;0;0;0;0;
2420;FSTCNIG;Festuca nigrescens;SPE;S;Festuca;Poaceae;;7;;0;;4;x;0;;;3;;2;;0;;;;;;;;H;;W;;;;;5;;1;;1;;0;;0;;GE;;G;7;4;4;5;2;K2.2
2421;FSTCRUB;Festuca rubra;SPE;S;Festuca;Poaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;GW;;G;9;7;6;7;2;K2.2
2422;FSTCR-A;Festuca rubra subsp. arenaria;SSP;S;Festuca;Poaceae;;8;;6;;5;;4;;;5;;3;;1;;;;;;;;H;;W;;;;;5;;2;;2;;3;;0;;;;;0;0;0;0;0;
2424;FSTCR-L;Festuca rubra subsp. litoralis;SSP;S;Festuca;Poaceae;;8;;6;;4;;6;=;;7;;5;;7;;;;;;;;H;;W;;;;;2;;6;;1;;2;;0;;;;;0;0;0;0;0;
2425;FSTCR-R;Festuca rubra subsp. rubra;SSP;S;Festuca;Poaceae;;0;;0;;5;;6;;;6;x;0;;0;;;;;;;;H;;W;;;;;5;;4;;0;;0;;0;;;c;;0;0;0;0;0;
2427;FSTCAUP;Festuca rupicaprina;SPE;S;Festuca;Poaceae;;8;;1;;4;;5;;;8;!;2;;0;;;;;;;;H;!;W;;;;;4;;4;;1;;1;;0;;;;;0;0;0;0;0;
2443;FSTCNOR;Festuca norica;SPE;S;Festuca;Poaceae;;8;;2;!;4;;5;;!;9;!;3;;0;;;;;;;;H;;S;;;;!;4;!;7;!;1;!;1;;0;;;;;0;0;0;0;0;
2449;FILGARV;Filago arvensis;SPE;S;Filago;Asteraceae;!;8;;7;;5;;3;;!;4;;2;;0;;;;;;;;T,H;;S;;;;!;5;!;2;!;4;!;1;;0;m-temp.c2-9EUR-WAS, (N) tempAM;;mbc;;0;0;0;0;0;
2450;FILGGAL;Filago gallica;SPE;S;Filago;Asteraceae;;9;;8;;2;;2;;!;6;!;1;;0;;;;;;;;T;;S;;;;;5;;2;;4;;1;;0;;;;;0;0;0;0;0;
2451;FILGMIN;Filago minima;SPE;S;Filago;Asteraceae;;9;;6;;3;;2;;;4;;1;;0;;;;;;;;T;;S;;;;;5;;2;;4;;1;;0;;;mbc;;0;0;0;0;0;
2452;FILGNEG;Filago neglecta;SPE;S;Filago;Asteraceae;;7;;8;!;3;!;6;;!;4;!;4;;0;;;;;;;;T;;S;;;;!;3;!;3;!;1;!;2;;0;;;;;0;0;0;0;0;
2454;FILG#AG;Filago vulgaris agg.;AGG;S;Filago;Asteraceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;om;;0;0;0;0;0;
2455;FILGLUT;Filago lutescens;SPE;S;Filago;Asteraceae;;9;!;7;;2;;3;;;4;!;2;;0;;;;;;;;T;;S;;;;;5;;2;;4;;1;;0;sm-temp.c1-3EUR;;om;;0;0;0;0;0;
2456;FILGPYR;Filago pyramidata;SPE;S;Filago;Asteraceae;;9;;8;;5;;2;;!;4;!;1;;0;;;;;;;;T;;S;;;;;5;;2;;4;;1;;0;;;om;;0;0;0;0;0;
2457;FILGGER;Filago vulgaris;SPE;S;Filago;Asteraceae;;8;;7;;3;;3;;x;0;;2;;0;;;;;;;;T;;S;;;;!;5;!;2;!;4;!;1;;0;m-temp.c1-4EUR-(WAS);;;;0;0;0;0;0;
2458;FLPNULM;Filipendula ulmaria;SPE;S;Filipendula;Rosaceae;;7;;5;;0;;8;;x;0;;5;;0;;;;;;;;H;;S;;;;!;5;!;4;!;1;!;2;;0;;N;omb;K;3;2;2;4;9;K2.1
2462;FLPNVUL;Filipendula vulgaris;SPE;S;Filipendula;Rosaceae;;7;;6;;5;;3;~;;8;;2;;0;;;;;;;;H;;S;;;;;8;;4;;2;;3;;0;;GE;om;K;4;2;2;2;0;K2.1
2465;FNCLVUL;Foeniculum vulgare;SPE;S;Foeniculum;Apiaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;bcp;;0;0;0;0;0;
2469;FRGRMOS;Fragaria moschata;SPE;S;Fragaria;Rosaceae;;6;;6;;4;;5;;!;6;!;6;;0;;;;;;;;H;;W;;;;;8;;4;;0;;0;;0;;;om;;0;0;0;0;0;K1.2
2470;FRGRVES;Fragaria vesca;SPE;S;Fragaria;Rosaceae;;7;;0;;5;;5;;x;0;;6;;0;;;;;;;;H;;W;;;;;6;;2;;0;;0;;0;;;om;;0;0;0;0;0;K1.2
2471;FRGRVIR;Fragaria viridis;SPE;S;Fragaria;Rosaceae;;7;;5;;5;;3;;;8;;3;;0;;;;;;;;H;;W;;;;!;6;!;1;!;1;!;2;;0;;W;om;K;3;4;4;3;0;K2.2
2472;FRNGALN;Frangula alnus;SPE;S;Frangula;Rhamnaceae;;6;;6;;5;;8;~;;4;x;0;;0;;;;;;;;N;;S;;;;!;8;!;2;!;1;;0;;0;;W;om;H;2;3;9;2;0;S2.1
2477;FRXNEXC;Fraxinus excelsior;SPE;S;Fraxinus;Oleaceae;;4;;5;;3;x;0;;;7;;7;;0;;;;;;;;P;;S;;;;;8;;4;;3;;0;;0;;;ombc;;0;0;0;0;0;B2.1
2478;FRXNORN;Fraxinus ornus;SPE;S;Fraxinus;Oleaceae;;5;;8;;4;;3;;;8;!;3;;0;;;;;;;;P;;S;;;;;8;;4;;2;;2;;0;;;m;;0;0;0;0;0;B2.1
2481;FRTLMEL;Fritillaria meleagris;SPE;S;Fritillaria;Liliaceae;;8;;7;;4;;8;=;;7;!;5;;0;;;;;;;;G;;V;;;;;5;;4;;1;;5;;0;sm-temp.c2-5EUR, Heimat sm.c4-5UR-WAS?;GE;om;K;4;2;2;2;0;
2486;FUMNPRO;Fumana procumbens;SPE;S;Fumana;Cistaceae;;9;;7;;3;;2;;;9;;1;;0;;;;;;;;Z;;I;;;;;5;;3;;2;;1;;0;;;om;;0;0;0;0;0;
2488;FUMRCAP;Fumaria capreolata;SPE;S;Fumaria;Fumariaceae;;6;;6;;2;;5;;;4;!;7;;0;;;;;;;;T;;S;;;;!;3;!;5;!;3;!;2;;0;;;bc;;0;0;0;0;0;
2491;FUMRMUR;Fumaria muralis;SPE;S;Fumaria;Fumariaceae;;7;;7;;1;;5;;;4;!;6;;0;;;;;;;;T;;S;;;;!;3;!;3;!;1;;0;;0;;;;;0;0;0;0;0;
2494;FUMR#S;Fumaria officinalis s. l.;AGG;S;Fumaria;Fumariaceae;;6;;6;;3;;5;;;6;;7;;0;;;;;;;;T;;S;;;;;3;;3;;1;;1;;0;;;cp;;0;0;0;0;0;
2495;FUMROFF;Fumaria officinalis subsp. officinalis;SSP;S;Fumaria;Fumariaceae;;6;;6;;3;;5;;;6;;7;;0;;;;;;;;T;;S;;;;;3;;3;;1;;1;;0;;;;;0;0;0;0;0;
2496;FUMRWIR;Fumaria officinalis subsp. wirtgenii;SSP;S;Fumaria;Fumariaceae;;6;;6;;3;;5;;;6;;7;;0;;;;;;;;T;;S;;;;;3;;3;;1;;1;;0;;;;;0;0;0;0;0;
2497;FUMR#AG;Fumaria parviflora agg.;AGG;S;Fumaria;Fumariaceae;;6;;6;;5;;4;;;8;;5;;0;;;;;;;;T;;S;;;;!;3;!;4;;0;;0;;0;;;bc;;0;0;0;0;0;
2498;FUMRPAR;Fumaria parviflora;SPE;S;Fumaria;Fumariaceae;;6;;6;;5;;4;;;8;;5;;0;;;;;;;;T;;S;;;;!;3;!;4;;0;;0;;0;;;;;0;0;0;0;0;
2504;FUMRROS;Fumaria rostellata;SPE;S;Fumaria;Fumariaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;bc;;0;0;0;0;0;
2505;FUMRSCH;Fumaria schleicheri;SPE;S;Fumaria;Fumariaceae;;7;;7;;6;;4;;;8;;7;;0;;;;;;;;T;;S;;;;;3;;5;;3;;2;;0;;;bc;;0;0;0;0;0;
2510;GAGELUT;Gagea lutea;SPE;S;Gagea;Liliaceae;;4;;5;;4;;6;~;;7;;7;;0;;;;;;;;G;;V;;;;;8;;4;;3;;3;;0;;W;om;K;0;0;0;0;0;K1.1
2511;GAGEMIN;Gagea minima;SPE;S;Gagea;Liliaceae;;7;;6;!;5;;5;;!;7;!;7;;0;;;;;;;;G;;V;;;;;8;;4;;0;;0;;0;m/mo-temp-(b).3-5EUR-(WAS);;om;K;0;0;0;0;0;K1.1
2513;GAGEPOM;Gagea pomeranica;SPE;S;Gagea;Liliaceae;;7;;6;!;5;;4;;;8;!;6;;0;;;;;;;;G;;V;;;;!;3;!;3;!;1;;0;;0;??;GE;om;K;0;0;0;0;0;
2514;GAGEPRA;Gagea pratensis;SPE;S;Gagea;Liliaceae;;7;;6;!;5;;4;;;8;!;6;;0;;;;;;;;G;;V;;;;!;3;!;3;!;1;;0;;0;;GE;om;K;0;0;0;0;0;
2516;GAGESPA;Gagea spathacea;SPE;S;Gagea;Liliaceae;;2;;6;;4;;6;;;7;;7;;0;;;;;;;;G;;V;;;;;8;;4;;3;;0;;0;(sm)-temp.c2-3EUR;W;om;K;0;0;0;0;0;K1.1
2517;GAGEVIL;Gagea villosa;SPE;S;Gagea;Liliaceae;;6;;7;;5;;4;;;6;;5;;0;;;;;;;;G;;V;;;;;3;;3;;1;;0;;0;m-temp.c2-5EUR;;mbc;K;0;0;0;0;0;
2518;GLNTNIV;Galanthus nivalis;SPE;S;Galanthus;Amaryllidaceae;;5;;6;;4;;6;;;7;;7;;0;;;;;;;;G;;V;;;;;8;;4;;0;;0;;0;;;mb;;0;0;0;0;0;K1.1
2519;GALGOFF;Galega officinalis;SPE;S;Galega;Fabaceae;;7;;6;;6;;6;~;;7;;8;;0;;;;;;;;H;;S;;;;!;3;!;5;!;2;;0;;0;;;mb;;0;0;0;0;0;
2521;GLPSANG;Galeopsis angustifolia;SPE;S;Galeopsis;Lamiaceae;;8;;7;;4;;2;;;8;;4;;0;;;;;;;;T;;S;;;;;4;;4;;5;;1;;0;;;om;;0;0;0;0;0;K2.2
2522;GLPSLAD;Galeopsis ladanum;SPE;S;Galeopsis;Lamiaceae;;8;;5;;5;;4;;;8;;3;;0;;;;;;;;T;;S;;;;;4;;4;;0;;0;;0;;;ombc;;0;0;0;0;0;
2523;GLPSPUB;Galeopsis pubescens;SPE;S;Galeopsis;Lamiaceae;;7;;5;;4;;5;;x;0;!;6;;0;;;;;;;;T;;S;;;;;3;;0;;0;;0;;0;;N;bc;K;5;3;3;2;0;K2.2
2524;GLPSSEG;Galeopsis segetum;SPE;S;Galeopsis;Lamiaceae;;7;;6;;2;;4;;;3;;3;;0;;;;;;;;T;;S;;;;;4;;4;;6;;1;;0;(sm/mo)-temp.c1-2EUR;;mb;;0;0;0;0;0;K2.2
2525;GLPSSPE;Galeopsis speciosa;SPE;S;Galeopsis;Lamiaceae;!;7;;0;;6;;5;;x;0;;8;;0;;;;;;;;T;;S;;;;;0;;0;;0;;0;;0;;;omb;;0;0;0;0;0;K2.1
2527;GLPSBIF;Galeopsis bifida;SPE;S;Galeopsis;Lamiaceae;;7;!;5;;5;;5;;!;6;!;6;;0;;;;;;;;T;;S;;;;;0;;0;;0;;0;;0;;;mbc;;0;0;0;0;0;K2.1
2528;GLPSTET;Galeopsis tetrahit;SPE;S;Galeopsis;Lamiaceae;;7;;0;;3;;5;;x;0;;6;;0;;;;;;;;T;;S;;;;;0;;0;;0;;0;;0;;A;mbc;K;4;3;3;2;0;K2.1
2529;GLNSQUA;Galinsoga ciliata;SPE;S;Galinsoga;Asteraceae;;7;;6;;4;;4;;;6;;7;;0;;;;;;;;T;;S;;;;;3;;3;;1;;0;;0;;;cp;;0;0;0;0;0;
2530;GLNSPAR;Galinsoga parviflora;SPE;S;Galinsoga;Asteraceae;;7;;6;;3;;5;;;5;;8;;0;;;;;;;;T;;S;;;;;3;;3;;1;;0;;0;;;cp;;0;0;0;0;0;
2533;GALMAPA;Galium aparine;SPE;S;Galium;Rubiaceae;;7;;6;;3;x;0;;;6;;8;;0;;;;;;;;Tli;;V;;;;!;3;!;5;;0;;0;;0;;N;ombc;K;3;2;1;2;2;K2.1
2534;GALMSPU;Galium spurium;SPE;S;Galium;Rubiaceae;;7;;0;;5;;5;;;8;;5;;0;;;;;;;;Tli;;W;;;;;3;;4;;0;;0;;0;;;b;;0;0;0;0;0;
2540;GALMBOR;Galium boreale;SPE;S;Galium;Rubiaceae;;6;;6;;7;;6;~;;8;;2;;0;;;;;;;;H;;W;;;;;5;;4;;1;;1;;0;;GE;om;K;3;2;2;4;2;K2.1
2542;GALMGLA;Galium glaucum;SPE;S;Galium;Rubiaceae;;8;;7;;6;;2;;;9;;2;;0;;;;;;;;H;;W;;;;;6;;1;;1;;2;;0;;GE;om;K;5;4;4;3;2;K2.1
2545;GALMMEG;Galium megalospermum;SPE;S;Galium;Rubiaceae;;8;;2;;4;;5;;;9;;3;;0;;;;;;;;C,H;;W;;;;;4;;4;;1;;1;;0;;;;;0;0;0;0;0;
2548;GALMOAG;Galium mollugo agg.;AGG;S;Galium;Rubiaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;ombc;;0;0;0;0;0;
2549;GALMALB;Galium album;SPE;S;Galium;Rubiaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;GE;;K;7;3;3;4;0;
2550;GALMA-A;Galium album subsp. album;SSP;S;Galium;Rubiaceae;;7;;0;;3;;5;;;7;;5;;0;;;;;;;;H;;S;;;;!;5;!;4;!;2;!;1;;0;;;;;0;0;0;0;0;
2553;GALMA-A;Galium lucidum;SPE;S;Galium;Rubiaceae;;7;;6;;4;;3;;;8;;2;;0;;;;;;;;H;;S;;;;;6;;1;;1;;2;;0;;;;;0;0;0;0;0;
2555;GALMMOL;Galium mollugo s. str.;SPE;S;Galium;Rubiaceae;;7;;6;;3;;4;;;7;y;0;;0;;;;;;;;H;;S;;;;;0;;0;;0;;0;;0;;GE;ombc;K;7;3;3;4;2;K2.1
2557;GALMTRU;Galium truniacum;SPE;S;Galium;Rubiaceae;;8;;2;;4;;5;;;9;y;0;;0;;;;;;;;H;;S;;;;!;4;!;4;!;1;!;1;;0;;;;;0;0;0;0;0;
2559;GALMNOR;Galium noricum;SPE;S;Galium;Rubiaceae;;8;;2;;4;;6;;;7;;3;;0;;;;;;;;C;;W;;;;;4;;5;;2;;1;;0;;;;;0;0;0;0;0;
2560;GALMODO;Galium odoratum;SPE;S;Galium;Rubiaceae;;2;;5;;2;;5;;!;6;;5;;0;;;;;;;;H;;W;;;;;8;;4;;3;;1;;2;;;bcp;;0;0;0;0;0;K1.1
2564;GALMTAG;Galium palustre s. l.;SPE;S;Galium;Rubiaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;GE;;K;4;1;1;4;2;K2.1
2567;GALMPAR;Galium parisiense;SPE;S;Galium;Rubiaceae;;8;!;7;;3;;3;;!;5;;2;;0;;;;;;;;T;;W;;;;;5;;2;;4;;1;;0;;;mbc;;0;0;0;0;0;
2572;GALMPUM;Galium pumilum s. str.;SPE;S;Galium;Rubiaceae;;7;;5;;2;;4;~;;4;;2;;0;;;;;;;;H;;S;;;;!;5;!;1;!;1;!;2;;0;;GE;om;K;5;4;4;4;2;K2.2
2574;GALMSTE;Galium sterneri;SPE;S;Galium;Rubiaceae;;9;;5;!;2;;4;;!;5;!;1;;0;;;;;;;;H;;S;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
2575;GALMSUD;Galium sudeticum;SPE;S;Galium;Rubiaceae;;7;!;5;!;4;!;4;;!;4;y;0;;0;;;;;;;;H;;S;;;;!;5;!;1;!;1;!;2;;0;;;;;0;0;0;0;0;
2577;GALMVAL;Galium valdepilosum;SPE;S;Galium;Rubiaceae;;8;!;6;;0;;4;;!;6;!;3;;0;;;;;;;;H;;S;;;;!;6;!;1;!;1;!;1;;0;;;om;;0;0;0;0;0;K2.1
2579;GALMROT;Galium rotundifolium;SPE;S;Galium;Rubiaceae;;2;;5;;2;;5;;;5;;4;;0;;;;;;;;C;;W;;;;;8;;4;;3;;1;;6;;;om;;0;0;0;0;0;K1.1
2585;GALMSAX;Galium saxatile;SPE;S;Galium;Rubiaceae;;7;;5;;2;;5;;;2;;3;;0;;;;;;;;C,H;;W;;;;!;5;!;1;!;1;;0;;0;;GE;omb;K;5;7;7;4;3;K2.1
2588;GALMARI;Galium aristatum;SPE;S;Galium;Rubiaceae;;5;;0;;4;;5;;;6;;4;;0;;;;;;;;H;;S;;;;!;8;!;4;!;3;!;2;;0;;;;;0;0;0;0;0;K1.1
2590;GALMINT;Galium schultesii;SPE;S;Galium;Rubiaceae;;5;;5;;5;;4;;;7;;4;;0;;;;;;;;G;;S;;;;;8;;4;;3;;2;;0;;;om;;0;0;0;0;0;K1.1
2591;GALMSYL;Galium sylvaticum s. str.;SPE;S;Galium;Rubiaceae;;5;;5;;4;;5;;;6;;5;;0;;;;;;;;G;;S;;;;;8;;4;;3;;2;;0;;;om;;0;0;0;0;0;K1.1
2593;GALMTRI;Galium tricornutum;SPE;S;Galium;Rubiaceae;;7;;7;;3;;3;;;8;;3;;0;;;;;;;;Tli;;S;;;;!;3;!;4;!;1;!;1;;0;;;b;;0;0;0;0;0;
2596;GALMULI;Galium uliginosum;SPE;S;Galium;Rubiaceae;;6;!;5;;0;;8;~;x;0;!;2;;0;;;;;;;;H;;S;;;;!;5;!;4;!;1;;0;;0;;GE;om;K;5;4;4;4;2;K2.2
2598;GALMUAG;Galium verum agg.;AGG;S;Galium;Rubiaceae;;7;;6;;0;!;4;~;;7;;3;;0;;;;;;;;H;;W;;;;!;5;!;3;;0;;0;;0;;;om;;0;0;0;0;0;
2600;GALMUER;Galium verum s. str.;SPE;S;Galium;Rubiaceae;;7;;6;;0;!;4;~;;7;;3;;0;;;;;;;;H;;W;;;;!;5;!;3;;0;;0;;0;;GE;;K;5;4;4;4;2;K2.2
2601;GALMWIR;Galium wirtgenii;SPE;S;Galium;Rubiaceae;;7;;6;;0;!;4;~;;7;;3;;0;;;;;;;;H;;W;;;;!;5;!;3;;0;;0;;0;sm-temp.c2-3EUR;;om;;0;0;0;0;0;
2603;GADNFRA;Gaudinia fragilis;SPE;S;Gaudinia;Poaceae;!;8;!;6;;3;;5;~;x;0;!;7;;0;;;;;;;;T;;S;;;;;5;;4;;2;;0;;0;;;bcp;;0;0;0;0;0;
2604;GNSTANG;Genista anglica;SPE;S;Genista;Fabaceae;;8;;5;;1;;5;;;2;;2;;0;;;;;;;;Z;;W;;;;;5;;1;;2;;1;;0;m/mo-temp.c1-2EUR;GE;om;Lh;2;5;3;2;0;
2606;GNSTGER;Genista germanica;SPE;S;Genista;Fabaceae;;7;;5;;4;;4;;;2;;2;;0;;;;;;;;Z;;W;;;;;5;;1;;2;;1;;0;sm/mo-temp.c2-4EUR;GE;om;Lh;2;5;4;2;0;K2.2
2609;GNSTPIL;Genista pilosa;SPE;S;Genista;Fabaceae;;7;;5;;4;x;0;;;2;;1;;0;;;;;;;;Z;;W;;;;;5;;1;;2;;1;;0;sm/mo-temp.c2-3EUR;GE;om;Lh;2;6;4;2;2;K2.2
2614;GNSTTIN;Genista tinctoria;SPE;S;Genista;Fabaceae;;8;;6;;3;;6;~;!;6;;1;;0;;;;;;;;Z;;W;;;;!;5;!;4;!;1;!;1;;0;;GE;om;Lh;3;5;4;2;0;K2.1
2616;GNTNACA;Gentiana acaulis;SPE;S;Gentiana;Gentianaceae;;8;;2;;4;;5;;;2;;2;;0;;;;;;;;H;;W;;;;;5;;1;;1;;1;;0;;;;;0;0;0;0;0;
2619;GNTNASC;Gentiana asclepiadea;SPE;S;Gentiana;Gentianaceae;;7;;0;;4;;6;~;;7;;2;;0;;;;;;;;H;;S;;;;!;5;!;4;!;1;!;1;;0;;GE;m;K;3;2;2;3;0;K2.1
2621;GNTNBAV;Gentiana bavarica;SPE;S;Gentiana;Gentianaceae;;8;;2;;4;;6;;;8;;2;;0;;;;;;;;H,C;;W;;;;!;4;!;5;!;2;!;1;;0;;;;;0;0;0;0;0;
2624;GNTNCLU;Gentiana clusii;SPE;S;Gentiana;Gentianaceae;;9;;3;;4;;5;;;9;;3;;0;;;;;;;;H;;W;;;;;4;;7;;1;;1;;0;;;;;0;0;0;0;0;K2.2
2625;GNTNCRU;Gentiana cruciata;SPE;S;Gentiana;Gentianaceae;;7;;6;;4;;3;;;8;;3;;0;;;;;;;;H;;W;;;;!;5;!;3;;0;;0;;0;sm-temp.c2-6EUR-WAS;GE;om;K;4;4;4;3;0;K2.2
2629;GNTNLUT;Gentiana lutea;SPE;S;Gentiana;Gentianaceae;;7;;3;;4;;5;~;x;0;;2;;0;;;;;;;;H;;S;;;;;0;;0;;0;;0;;0;;GE;om;K;3;2;2;3;0;K2.2
2630;GNTNL-L;Gentiana lutea subsp. lutea;SSP;S;Gentiana;Gentianaceae;;7;;3;;4;;5;~;x;0;;2;;0;;;;;;;;H;;S;;;;;0;;0;;0;;0;;0;;;om;;0;0;0;0;0;
2632;GNTNNIV;Gentiana nivalis;SPE;S;Gentiana;Gentianaceae;;9;;1;;2;;5;;;7;!;3;;0;;;;;;;;T;;S;;;;;4;;8;;0;;0;;0;;;;;0;0;0;0;0;
2633;GNTNORB;Gentiana orbicularis;SPE;S;Gentiana;Gentianaceae;;8;;1;;4;;5;;;8;;3;;0;;;;;;;;H,C;;W;;;;!;4;!;4;!;2;!;1;;0;;;;;0;0;0;0;0;
2634;GNTNPAN;Gentiana pannonica;SPE;S;Gentiana;Gentianaceae;;7;;3;;4;;5;;;1;;2;;0;;;;;;;;H;;S;;;;;5;;1;;1;;1;;0;;;;;0;0;0;0;0;K2.2
2635;GNTNPNE;Gentiana pneumonanthe;SPE;S;Gentiana;Gentianaceae;;8;;5;;3;;7;;x;0;;1;;0;;;;;;;;H;;W;;;;;5;;4;;1;;1;;0;sm/mo-temp.c1-7EUR-WAS;GE;om;K;3;4;3;2;0;
2638;GNTNPUN;Gentiana punctata;SPE;S;Gentiana;Gentianaceae;;8;;2;;4;;5;;;2;;2;;0;;;;;;;;H;;W;;;;;5;;1;;1;;1;;0;;;;;0;0;0;0;0;
2639;GNTNPUR;Gentiana purpurea;SPE;S;Gentiana;Gentianaceae;;7;;3;;4;;5;;;3;;2;;0;;;;;;;;H;;S;;;;;5;;1;;1;;1;;0;;;;;0;0;0;0;0;
2645;GNTNUTR;Gentiana utriculosa;SPE;S;Gentiana;Gentianaceae;;8;;0;;4;;9;~;;9;!;2;;0;;;;;;;;T;;S;;;;!;1;!;7;!;2;!;1;;0;;;;;0;0;0;0;0;K2.2
2649;GNTNVER;Gentiana verna;SPE;S;Gentiana;Gentianaceae;;8;;0;;4;!;4;;;7;;2;;0;;;;;;;;C,H;;W;;;;;5;;3;;2;;2;;0;;GE;om;K;4;4;4;2;0;K2.2
2651;GNTMAMA;Gentianella amarella s. str.;SPE;S;Gentianella;Gentianaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;GE;om;K;4;5;3;2;0;
2652;GNTMULI;Gentianella uliginosa;SPE;S;Gentianella;Gentianaceae;;8;!;6;;2;!;6;~;;7;!;2;;0;;;;;;;;H;;S;;;;;5;;4;;1;;1;;0;ntemp.c2-3EUR;;om;;0;0;0;0;0;
2656;GNTPCIL;Gentianella ciliata;SPE;S;Gentianella;Gentianaceae;;7;;0;;4;;3;;;8;;2;;0;;;;;;;;H;;S;;;;!;5;!;3;!;2;!;2;;0;;GE;om;K;4;4;3;2;0;K2.2
2659;GNTMASP;Gentianella aspera;SPE;S;Gentianella;Gentianaceae;;8;;3;;4;;4;;!;9;!;2;;0;;;;;;;;H;;S;;;;!;5;!;3;!;2;!;2;;0;;;om;;0;0;0;0;0;K2.2
2662;GNTMGER;Gentianella germanica;SPE;S;Gentianella;Gentianaceae;;7;;5;;4;;4;~;;8;;3;;0;;;;;;;;H;;S;;;;;5;;3;;2;;2;;0;;GE;om;K;3;4;3;3;0;K2.2
2669;CMSTTEN;Gentianella tenella;SPE;S;Gentianella;Gentianaceae;;9;;1;;7;;5;;;7;!;2;;0;;;;;;;;T;;S;;;;;4;;8;;1;;1;;0;;;;;0;0;0;0;0;
2672;GRNMCOL;Geranium columbinum;SPE;S;Geranium;Geraniaceae;;7;;6;;4;;4;;;7;;7;;0;;;;;;;;T;!;S;;;;;3;;3;;0;;0;;0;;;c;;0;0;0;0;0;
